,sentence,text_no_eraab
116107,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116108,خیابان پَهْن بود.,خیابان پهن بود.
116109,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116110,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116111,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116112,خیابان پَهْن بود.,خیابان پهن بود.
116113,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116114,فرش را پَهْن کردند.,فرش را پهن کردند.
116115,خیابان پَهْن بود.,خیابان پهن بود.
116116,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116117,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116118,فرش را پَهْن کردند.,فرش را پهن کردند.
116119,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116120,خیابان پَهْن بود.,خیابان پهن بود.
116121,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116122,فرش را پَهْن کردند.,فرش را پهن کردند.
116123,فرش را پَهْن کردند.,فرش را پهن کردند.
116124,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116125,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116126,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116127,فرش را پَهْن کردند.,فرش را پهن کردند.
116128,خیابان پَهْن بود.,خیابان پهن بود.
116129,خیابان پَهْن بود.,خیابان پهن بود.
116130,فرش را پَهْن کردند.,فرش را پهن کردند.
116131,فرش را پَهْن کردند.,فرش را پهن کردند.
116132,خیابان پَهْن بود.,خیابان پهن بود.
116133,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116134,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116135,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116136,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116137,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116138,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116139,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116140,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116141,فرش را پَهْن کردند.,فرش را پهن کردند.
116142,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116143,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116144,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116145,فرش را پَهْن کردند.,فرش را پهن کردند.
116146,خیابان پَهْن بود.,خیابان پهن بود.
116147,فرش را پَهْن کردند.,فرش را پهن کردند.
116148,خیابان پَهْن بود.,خیابان پهن بود.
116149,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116150,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116151,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116152,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116153,فرش را پَهْن کردند.,فرش را پهن کردند.
116154,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116155,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116156,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116157,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116158,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116159,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116160,خیابان پَهْن بود.,خیابان پهن بود.
116161,فرش را پَهْن کردند.,فرش را پهن کردند.
116162,خیابان پَهْن بود.,خیابان پهن بود.
116163,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116164,فرش را پَهْن کردند.,فرش را پهن کردند.
116165,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116166,فرش را پَهْن کردند.,فرش را پهن کردند.
116167,خیابان پَهْن بود.,خیابان پهن بود.
116168,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116169,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116170,خیابان پَهْن بود.,خیابان پهن بود.
116171,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116172,فرش را پَهْن کردند.,فرش را پهن کردند.
116173,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116174,خیابان پَهْن بود.,خیابان پهن بود.
116175,فرش را پَهْن کردند.,فرش را پهن کردند.
116176,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116177,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116178,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116179,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116180,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116181,خیابان پَهْن بود.,خیابان پهن بود.
116182,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116183,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116184,فرش را پَهْن کردند.,فرش را پهن کردند.
116185,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116186,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116187,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116188,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116189,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116190,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116191,خیابان پَهْن بود.,خیابان پهن بود.
116192,خیابان پَهْن بود.,خیابان پهن بود.
116193,خیابان پَهْن بود.,خیابان پهن بود.
116194,فرش را پَهْن کردند.,فرش را پهن کردند.
116195,خیابان پَهْن بود.,خیابان پهن بود.
116196,فرش را پَهْن کردند.,فرش را پهن کردند.
116197,فرش را پَهْن کردند.,فرش را پهن کردند.
116198,خیابان پَهْن بود.,خیابان پهن بود.
116199,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116200,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116201,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116202,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116203,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116204,فرش را پَهْن کردند.,فرش را پهن کردند.
116205,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116206,فرش را پَهْن کردند.,فرش را پهن کردند.
116207,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116208,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116209,خیابان پَهْن بود.,خیابان پهن بود.
116210,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116211,فرش را پَهْن کردند.,فرش را پهن کردند.
116212,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116213,فرش را پَهْن کردند.,فرش را پهن کردند.
116214,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116215,خیابان پَهْن بود.,خیابان پهن بود.
116216,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116217,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116218,پارچه را پَهْن کرد.,پارچه را پهن کرد.
116219,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116220,فرش را پَهْن کردند.,فرش را پهن کردند.
116221,زمین پَهْن و وسیع بود.,زمین پهن و وسیع بود.
116222,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
116223,اتاقی پَهْن داشتند.,اتاقی پهن داشتند.
